Feature,Importance,Std
RMSSD,0.20656175275185967,0.038785182894631544
HRV_HR_Ratio,0.05766967569776802,0.026112988968697536
Resp_Regularity,0.02873913550924525,0.029808390912814578
Resp_Variability,0.0033054223342885805,0.022594052635136582
SDNN,-0.00023101745330684765,0.01133285301965841
Resp_Rate,-0.0038414907965819514,0.01207214321984255
Autonomic_Index,-0.016708055931581756,0.011332717275564362
Mean_HR,-0.02069729896141923,0.013794209126319892
Mean_RR,-0.026598504759730652,0.014088231274160276
