Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC
1D CNN (ECG+Resp),0.793 ± 0.084,0.653 ± 0.156,0.779 ± 0.132,0.699 ± 0.115,0.854 ± 0.087
