Feature,Importance,Std
RMSSD,0.18460690551193984,0.04406992795037384
HRV_HR_Ratio,0.1437099568237646,0.0484022609491045
Resp_Rate,0.008559263443229681,0.01356931989925491
Mean_RR,0.002858041578154084,0.01460695554558372
Mean_HR,-0.002708080194015509,0.012356167998291681
Autonomic_Index,-0.0032037906615965837,0.01267437080259543
Resp_Regularity,-0.0033969550530732065,0.009881779833215865
Resp_Variability,-0.00838192065155624,0.0267068384471339
SDNN,-0.012726938504013048,0.011182395430104021
